"행정구역(시군구)별",2025.04
"행정구역(시군구)별",총인구수 (명)
"창원시",995575
"의창구",209676
"성산구",243195
"마산합포구",176943
"마산회원구",178704
"진해구",187057
"진주시",337979
"통영시",117692
"사천시",108082
"김해시",532229
"밀양시",100169
"거제시",232104
"양산시",360156
"의령군",24908
"함안군",58354
"창녕군",55571
"고성군",47610
"남해군",39526
"하동군",40462
"산청군",33157
"함양군",35839
"거창군",59493
"합천군",39825
